Model,Train_MSE,Train_R2,Val_MSE,Val_R2
Gradient Descent,520.5686596329554,0.2986109241763232,1300.6835792487793,-0.24986849146230639
Elastic Net,521.1445181914065,0.2978350401605584,1284.0262140935897,-0.23386189601479712
KMeans Clustering,554.41520622693,0.25300772160913576,1263.6851236437924,-0.21431549100069658
